,Source,SourcePOS,SourceDep,Target,TargetPOS,TargetDep
119,Find a 3 % hydrogen peroxide solution .,"['VB', 'DT', 'CD', 'NN', 'NN', 'NN', 'NN', '.']","[('root', 0), ('det', 7), ('nummod', 4), ('compound', 7), ('compound', 7), ('compound', 7), ('obj', 1), ('punct', 1)]",A 3 % hydrogen peroxide solution .,"['DT', 'CD', 'NN', 'NN', 'NN', 'NN', '.']","[('det', 6), ('nummod', 3), ('compound', 6), ('compound', 6), ('compound', 6), ('root', 0), ('punct', 6)]"
120,"Thought there is no shortage of personality tests online and through social media , the best-known test is the Myers-Briggs Type Indicator ( MBTI ) , which identifies four psychological scales : Extroversion-Introversion , Sensing-Intuition , Thinking-Feeling , and Judging-Perceiving .","['VBD', 'EX', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'NNS', 'RB', 'CC', 'IN', 'JJ', 'NN', ',', 'DT', 'JJS', 'HYPH', 'VBN', 'NN', 'VBZ', 'DT', 'NNP', 'HYPH', 'NNP', 'NNP', 'NNP', '-LRB-', 'NN', '-RRB-', ',', 'WDT', 'VBZ', 'CD', 'JJ', 'NNS', ':', 'NN', ',', 'NN', ',', 'NN', ',', 'NN', ',', 'NN', 'HYPH', 'NN', ',', 'CC', 'NN', 'HYPH', 'NN', '.']","[('root', 0), ('expl', 3), ('ccomp', 1), ('det', 5), ('nsubj', 3), ('case', 8), ('compound', 8), ('nmod', 5), ('advmod', 8), ('cc', 13), ('case', 13), ('amod', 13), ('conj', 8), ('punct', 1), ('det', 19), ('compound', 18), ('punct', 18), ('amod', 19), ('nsubj', 26), ('cop', 26), ('det', 26), ('compound', 25), ('punct', 25), ('compound', 25), ('compound', 26), ('parataxis', 1), ('punct', 28), ('appos', 26), ('punct', 28), ('punct', 26), ('nsubj', 32), ('acl:relcl', 26), ('nummod', 35), ('amod', 35), ('obj', 32), ('punct', 35), ('appos', 35), ('punct', 37), ('appos', 37), ('punct', 41), ('conj', 39), ('punct', 39), ('conj', 37), ('punct', 47), ('compound', 47), ('punct', 47), ('conj', 37), ('punct', 52), ('cc', 52), ('compound', 52), ('punct', 52), ('conj', 37), ('punct', 1)]","Though there is no shortage of personality tests online and through social media , the best-known test is the Myers-Briggs Type Indicator ( MBTI ) , which identifies four psychological scales : Extroversion-Introversion , Sensing-Intuition , Thinking-Feeling , and Judging-Perceiving .","['IN', 'EX', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'NNS', 'RB', 'CC', 'IN', 'JJ', 'NN', ',', 'DT', 'JJS', 'HYPH', 'VBN', 'NN', 'VBZ', 'DT', 'NNP', 'HYPH', 'NNP', 'NNP', 'NNP', '-LRB-', 'NN', '-RRB-', ',', 'WDT', 'VBZ', 'CD', 'JJ', 'NNS', ':', 'NN', ',', 'NN', ',', 'NN', ',', 'NN', ',', 'NN', 'HYPH', 'NN', ',', 'CC', 'NN', 'HYPH', 'NN', '.']","[('mark', 3), ('expl', 3), ('advcl', 26), ('det', 5), ('nsubj', 3), ('case', 8), ('compound', 8), ('nmod', 5), ('advmod', 8), ('cc', 13), ('case', 13), ('amod', 13), ('conj', 8), ('punct', 26), ('det', 19), ('compound', 18), ('punct', 18), ('amod', 19), ('nsubj', 26), ('cop', 26), ('det', 26), ('compound', 25), ('punct', 25), ('compound', 25), ('compound', 26), ('root', 0), ('punct', 28), ('appos', 26), ('punct', 28), ('punct', 26), ('nsubj', 32), ('acl:relcl', 26), ('nummod', 35), ('amod', 35), ('obj', 32), ('punct', 35), ('appos', 35), ('punct', 37), ('appos', 37), ('punct', 41), ('conj', 39), ('punct', 39), ('conj', 37), ('punct', 47), ('compound', 47), ('punct', 47), ('conj', 37), ('punct', 52), ('cc', 52), ('compound', 52), ('punct', 52), ('conj', 37), ('punct', 26)]"
121,"Make sure you spell wedding , wedding , with one ' d ' or else it wo n't show .","['VB', 'JJ', 'PRP', 'VBP', 'NN', ',', 'NN', ',', 'IN', 'CD', '``', 'NN', ""''"", 'CC', 'JJ', 'PRP', 'MD', 'RB', 'VB', '.']","[('root', 0), ('xcomp', 1), ('nsubj', 4), ('ccomp', 2), ('obj', 4), ('punct', 4), ('obj', 4), ('punct', 4), ('case', 12), ('nummod', 12), ('punct', 12), ('obl', 4), ('punct', 12), ('cc', 19), ('amod', 12), ('nsubj', 19), ('aux', 19), ('advmod', 19), ('parataxis', 1), ('punct', 1)]","When saying wedding , spell it with only 1 ' d ' or it wo n't show .","['WRB', 'VBG', 'NN', ',', 'VB', 'PRP', 'IN', 'RB', 'CD', '``', 'NN', ""''"", 'CC', 'PRP', 'MD', 'RB', 'VB', '.']","[('mark', 2), ('advcl', 5), ('obj', 2), ('punct', 5), ('root', 0), ('obj', 5), ('case', 11), ('advmod', 11), ('nummod', 11), ('punct', 11), ('obl', 5), ('punct', 11), ('cc', 17), ('nsubj', 17), ('aux', 17), ('advmod', 17), ('conj', 5), ('punct', 5)]"
122,Imagine you stocked your inventory with 10 widgets at $ 1 each on Monday and another 10 at $ 1.50 each on Friday .,"['VB', 'PRP', 'VBN', 'PRP$', 'NN', 'IN', 'CD', 'NNS', 'IN', '$', 'CD', 'DT', 'IN', 'NNP', 'CC', 'DT', 'CD', 'IN', '$', 'CD', 'DT', 'IN', 'NNP', '.']","[('root', 0), ('nsubj', 3), ('ccomp', 1), ('nmod:poss', 5), ('obj', 3), ('case', 8), ('nummod', 8), ('obl', 3), ('case', 10), ('obl', 3), ('nummod', 10), ('advmod', 10), ('case', 14), ('obl', 3), ('cc', 17), ('det', 17), ('conj', 14), ('case', 19), ('obl', 3), ('nummod', 19), ('nummod', 19), ('case', 23), ('nmod', 19), ('punct', 1)]",Again imagine you stocked your inventory with 10 widgets at $ 1 each on Monday and another 10 at $ 1.50 each on Friday .,"['RB', 'VB', 'PRP', 'VBN', 'PRP$', 'NN', 'IN', 'CD', 'NNS', 'IN', '$', 'CD', 'DT', 'IN', 'NNP', 'CC', 'DT', 'CD', 'IN', '$', 'CD', 'DT', 'IN', 'NNP', '.']","[('advmod', 2), ('root', 0), ('nsubj', 4), ('ccomp', 2), ('nmod:poss', 6), ('obj', 4), ('case', 9), ('nummod', 9), ('obl', 4), ('case', 11), ('obl', 4), ('nummod', 11), ('advmod', 11), ('case', 15), ('obl', 4), ('cc', 18), ('det', 18), ('conj', 15), ('case', 20), ('obl', 4), ('nummod', 20), ('nummod', 20), ('case', 24), ('nmod', 20), ('punct', 2)]"
123,"Tap "" Add Limit "" to create a new app limit .","['VB', '``', 'VB', 'NN', ""''"", 'TO', 'VB', 'DT', 'JJ', 'NN', 'NN', '.']","[('root', 0), ('punct', 3), ('xcomp', 1), ('obj', 3), ('punct', 3), ('mark', 7), ('advcl', 3), ('det', 11), ('amod', 11), ('compound', 11), ('obj', 7), ('punct', 1)]",This allows your to create a new app limit .,"['DT', 'VBZ', 'PRP$', 'TO', 'VB', 'DT', 'JJ', 'NN', 'NN', '.']","[('nsubj', 2), ('root', 0), ('obj', 2), ('mark', 5), ('xcomp', 2), ('det', 9), ('amod', 9), ('compound', 9), ('obj', 5), ('punct', 2)]"
124,Know past rivalries .,"['VBP', 'JJ', 'NNS', '.']","[('root', 0), ('amod', 3), ('obj', 1), ('punct', 1)]",Research past rivalries .,"['NN', 'JJ', 'NNS', '.']","[('compound', 3), ('amod', 3), ('root', 0), ('punct', 3)]"
125,Look for changes to happen in left field now that Andrew McCutchen made the move from the Pittsburgh Pirates to New York .,"['VB', 'IN', 'NNS', 'TO', 'VB', 'IN', 'VBN', 'NN', 'RB', 'IN', 'NNP', 'NNP', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNPS', 'IN', 'NNP', 'NNP', '.']","[('root', 0), ('case', 3), ('obl', 1), ('mark', 5), ('acl', 3), ('case', 8), ('amod', 8), ('obl', 5), ('advmod', 5), ('mark', 13), ('nsubj', 13), ('flat', 11), ('ccomp', 1), ('det', 15), ('obj', 13), ('case', 19), ('det', 19), ('compound', 19), ('nmod', 15), ('case', 22), ('compound', 22), ('nmod', 19), ('punct', 1)]","The Yankees have such arms as Aroldis Chapman , Dellin Betances , David Robertson and Chasen Shreve among the bunch .","['DT', 'NNPS', 'VBP', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', ',', 'NNP', 'NNPS', ',', 'NNP', 'NNP', 'CC', 'NNP', 'NNP', 'IN', 'DT', 'NN', '.']","[('det', 2), ('nsubj', 3), ('root', 0), ('amod', 5), ('obj', 3), ('case', 7), ('obl', 3), ('flat', 7), ('punct', 10), ('conj', 7), ('flat', 10), ('punct', 13), ('conj', 7), ('flat', 13), ('cc', 16), ('conj', 7), ('flat', 16), ('case', 20), ('det', 20), ('obl', 3), ('punct', 3)]"
126,"Use spare furniture and later when you have enough money , you can continue furnishing","['VB', 'NN', 'NN', 'CC', 'RB', 'WRB', 'PRP', 'VBP', 'JJ', 'NN', ',', 'PRP', 'MD', 'VB', 'NN']","[('root', 0), ('compound', 3), ('obj', 1), ('cc', 14), ('advmod', 14), ('mark', 8), ('nsubj', 8), ('advcl', 14), ('amod', 10), ('obj', 8), ('punct', 14), ('nsubj', 14), ('aux', 14), ('conj', 1), ('obj', 14)]","Later , when you have enough money , you can continue furnishing .","['RB', ',', 'WRB', 'PRP', 'VBP', 'JJ', 'NN', ',', 'PRP', 'MD', 'VB', 'NN', '.']","[('advmod', 11), ('punct', 11), ('mark', 5), ('nsubj', 5), ('advcl', 11), ('amod', 7), ('obj', 5), ('punct', 11), ('nsubj', 11), ('aux', 11), ('root', 0), ('obj', 11), ('punct', 11)]"
127,Plan to not get drunk with strangers,"['VB', 'TO', 'RB', 'VB', 'JJ', 'IN', 'NNS']","[('root', 0), ('mark', 4), ('advmod', 4), ('xcomp', 1), ('xcomp', 4), ('case', 7), ('obl', 5)]",A plan to not get drunk with strangers,"['DT', 'NN', 'TO', 'RB', 'VB', 'JJ', 'IN', 'NNS']","[('det', 2), ('root', 0), ('mark', 5), ('advmod', 5), ('acl', 2), ('xcomp', 5), ('case', 8), ('obl', 6)]"
128,"Check the value of your bonds using the calculator at the U.S. Treasury 's website , TreasuryDirect.gov .","['VB', 'DT', 'NN', 'IN', 'PRP$', 'NNS', 'VBG', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'POS', 'NN', ',', 'ADD', '.']","[('root', 0), ('det', 3), ('obj', 1), ('case', 6), ('nmod:poss', 6), ('nmod', 3), ('acl', 6), ('det', 9), ('obj', 7), ('case', 15), ('det', 13), ('compound', 13), ('nmod:poss', 15), ('case', 13), ('obl', 7), ('punct', 15), ('appos', 15), ('punct', 1)]","You can do this using the calculator at the U.S. Treasury 's website , TreasuryDirect.gov .","['PRP', 'MD', 'VB', 'DT', 'VBG', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'POS', 'NN', ',', 'ADD', '.']","[('nsubj', 3), ('aux', 3), ('root', 0), ('obj', 3), ('xcomp', 3), ('det', 7), ('obj', 5), ('case', 13), ('det', 11), ('compound', 11), ('nmod:poss', 13), ('case', 11), ('obl', 5), ('punct', 13), ('appos', 13), ('punct', 3)]"
129,Avoid selling so many bonds in the same year that you get bumped into a higher tax bracket .,"['VB', 'VBG', 'RB', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'WDT', 'PRP', 'VBP', 'VBN', 'IN', 'DT', 'JJR', 'NN', 'NN', '.']","[('root', 0), ('xcomp', 1), ('advmod', 4), ('amod', 5), ('obj', 2), ('case', 9), ('det', 9), ('amod', 9), ('obl', 2), ('obj', 13), ('nsubj:pass', 13), ('aux:pass', 13), ('acl:relcl', 5), ('case', 18), ('det', 18), ('amod', 18), ('compound', 18), ('obl', 13), ('punct', 1)]","Also , avoid selling so many bonds in the same year that you get bumped into a higher tax bracket .","['RB', ',', 'VB', 'VBG', 'RB', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'WDT', 'PRP', 'VBP', 'VBN', 'IN', 'DT', 'JJR', 'NN', 'NN', '.']","[('advmod', 3), ('punct', 3), ('root', 0), ('xcomp', 3), ('advmod', 6), ('amod', 7), ('obj', 4), ('case', 11), ('det', 11), ('amod', 11), ('obl', 4), ('obj', 15), ('nsubj:pass', 15), ('aux:pass', 15), ('acl:relcl', 7), ('case', 20), ('det', 20), ('amod', 20), ('compound', 20), ('obl', 15), ('punct', 3)]"
130,"Try texting someone if your friends went to a party that you could n't go to , ask them to come over the next day and tell you all about it .","['VB', 'VBG', 'NN', 'IN', 'PRP$', 'NNS', 'VBD', 'IN', 'DT', 'NN', 'WDT', 'PRP', 'MD', 'RB', 'VB', 'IN', ',', 'VB', 'PRP', 'TO', 'VB', 'RB', 'DT', 'JJ', 'NN', 'CC', 'VB', 'PRP', 'DT', 'IN', 'PRP', '.']","[('root', 0), ('xcomp', 1), ('obj', 2), ('mark', 7), ('nmod:poss', 6), ('nsubj', 7), ('advcl', 2), ('case', 10), ('det', 10), ('obl', 7), ('obl', 15), ('nsubj', 15), ('aux', 15), ('advmod', 15), ('acl:relcl', 10), ('case', 11), ('punct', 18), ('conj', 7), ('obj', 18), ('mark', 21), ('xcomp', 18), ('advmod', 21), ('det', 25), ('amod', 25), ('obl:tmod', 21), ('cc', 27), ('conj', 21), ('obj', 27), ('det', 28), ('case', 31), ('obl', 27), ('punct', 1)]","If your friends went to a party that you could n't go to , call or text to ask them to come over the next day and tell you all about it .","['IN', 'PRP$', 'NNS', 'VBD', 'IN', 'DT', 'NN', 'WDT', 'PRP', 'MD', 'RB', 'VB', 'IN', ',', 'VB', 'CC', 'VB', 'TO', 'VB', 'PRP', 'TO', 'VB', 'RB', 'DT', 'JJ', 'NN', 'CC', 'VB', 'PRP', 'DT', 'IN', 'PRP', '.']","[('mark', 4), ('nmod:poss', 3), ('nsubj', 4), ('root', 0), ('case', 7), ('det', 7), ('obl', 4), ('obj', 12), ('nsubj', 12), ('aux', 12), ('advmod', 12), ('acl:relcl', 7), ('case', 8), ('punct', 15), ('conj', 12), ('cc', 17), ('conj', 15), ('mark', 19), ('advcl', 15), ('obj', 19), ('mark', 22), ('xcomp', 19), ('advmod', 22), ('det', 26), ('amod', 26), ('obl:tmod', 22), ('cc', 28), ('conj', 22), ('obj', 28), ('det', 29), ('case', 32), ('obl', 28), ('punct', 15)]"
131,"Explore ! If you are going to be alone for a long time , it will help to get out of the house .","['VB', '.']","[('root', 0), ('punct', 1)]","If you are going to be alone for a long time , it will help to get out of the house .","['IN', 'PRP', 'VBP', 'VBG', 'TO', 'VB', 'JJ', 'IN', 'DT', 'JJ', 'NN', ',', 'PRP', 'MD', 'VB', 'TO', 'VB', 'IN', 'IN', 'DT', 'NN', '.']","[('mark', 4), ('nsubj', 4), ('aux', 4), ('advcl', 15), ('mark', 7), ('cop', 7), ('xcomp', 4), ('case', 11), ('det', 11), ('amod', 11), ('obl', 7), ('punct', 15), ('nsubj', 15), ('aux', 15), ('root', 0), ('mark', 17), ('xcomp', 15), ('case', 21), ('case', 21), ('det', 21), ('obl', 17), ('punct', 15)]"
132,"Play games like sharks and minnows , dodge ball , and soccer","['VB', 'NNS', 'IN', 'NNS', 'CC', 'NNS', ',', 'NN', 'NN', ',', 'CC', 'NN']","[('root', 0), ('obj', 1), ('case', 4), ('nmod', 2), ('cc', 6), ('conj', 4), ('punct', 9), ('compound', 9), ('conj', 4), ('punct', 12), ('cc', 12), ('conj', 4)]",Agility and elusiveness also mean speed and leg power .,"['NN', 'CC', 'NN', 'RB', 'VBP', 'NN', 'CC', 'NN', 'NN', '.']","[('nsubj', 5), ('cc', 3), ('conj', 1), ('advmod', 5), ('root', 0), ('obj', 5), ('cc', 9), ('compound', 9), ('conj', 6), ('punct', 5)]"
133,Set your stage size .,"['VB', 'PRP$', 'NN', 'NN', '.']","[('root', 0), ('nmod:poss', 4), ('compound', 4), ('obj', 1), ('punct', 1)]",To change your stage size :,"['TO', 'VB', 'PRP$', 'NN', 'NN', ':']","[('mark', 2), ('root', 0), ('nmod:poss', 5), ('compound', 5), ('obj', 2), ('punct', 2)]"
134,"Click Channel Then Branding ( Add A Watermark "" feature ) .","['VB', 'NNP', 'RB', 'NN', '-LRB-', 'VB', 'DT', 'NN', ""''"", 'NN', '-RRB-', '.']","[('root', 0), ('obj', 1), ('advmod', 1), ('obj', 1), ('punct', 6), ('parataxis', 1), ('det', 10), ('compound', 10), ('punct', 10), ('obj', 6), ('punct', 6), ('punct', 1)]","Then click on Branding ( "" Add a Watermark "" feature ) .","['RB', 'VB', 'IN', 'NN', '-LRB-', '``', 'VB', 'DT', 'NN', ""''"", 'NN', '-RRB-', '.']","[('advmod', 2), ('root', 0), ('case', 4), ('obl', 2), ('punct', 7), ('punct', 7), ('parataxis', 2), ('det', 11), ('compound', 11), ('punct', 11), ('obj', 7), ('punct', 7), ('punct', 2)]"
135,Make one or two holes at one end of the egg .,"['VB', 'CD', 'CC', 'CD', 'NNS', 'IN', 'CD', 'NN', 'IN', 'DT', 'NN', '.']","[('root', 0), ('nummod', 5), ('cc', 4), ('conj', 2), ('obj', 1), ('case', 8), ('nummod', 8), ('obl', 1), ('case', 11), ('det', 11), ('nmod', 8), ('punct', 1)]",One hole : Make a hole at one end of the egg .,"['CD', 'NN', ':']","[('nummod', 2), ('root', 0), ('punct', 2)]"
136,Put all eggshells in the microwave on high for 15 - 30 seconds or bake them in 300 º F oven for 10 minutes .,"['VB', 'DT', 'NNS', 'IN', 'DT', 'NN', 'IN', 'JJ', 'IN', 'CD', 'SYM', 'CD', 'NNS', 'CC', 'VB', 'PRP', 'IN', 'CD', 'NN', 'NN', 'NN', 'IN', 'CD', 'NNS', '.']","[('root', 0), ('det', 3), ('obj', 1), ('case', 6), ('det', 6), ('obl', 1), ('case', 8), ('obl', 1), ('case', 13), ('nummod', 13), ('case', 12), ('nmod', 10), ('obl', 1), ('cc', 15), ('conj', 1), ('obj', 15), ('case', 21), ('nummod', 21), ('compound', 20), ('compound', 21), ('obl', 15), ('case', 24), ('nummod', 24), ('obl', 15), ('punct', 1)]","Optionally , put all eggshells in the microwave on high for 15 - 30 seconds or bake them in 300 º F oven for 10 minutes .","['RB', ',', 'VB', 'DT', 'NNS', 'IN', 'DT', 'NN', 'IN', 'JJ', 'IN', 'CD', 'SYM', 'CD', 'NNS', 'CC', 'VB', 'PRP', 'IN', 'CD', 'NN', 'NN', 'NN', 'IN', 'CD', 'NNS', '.']","[('advmod', 3), ('punct', 3), ('root', 0), ('det', 5), ('obj', 3), ('case', 8), ('det', 8), ('obl', 3), ('case', 10), ('obl', 3), ('case', 15), ('nummod', 15), ('case', 14), ('nmod', 12), ('obl', 3), ('cc', 17), ('conj', 3), ('obj', 17), ('case', 23), ('nummod', 23), ('compound', 22), ('compound', 23), ('obl', 17), ('case', 26), ('nummod', 26), ('obl', 17), ('punct', 3)]"
137,"Remember that if you heat blown out eggs too much , they may crack in extreme heat !","['VB', 'IN', 'IN', 'PRP', 'VBP', 'VBN', 'RP', 'NNS', 'RB', 'RB', ',', 'PRP', 'MD', 'VB', 'IN', 'JJ', 'NN', '.']","[('root', 0), ('mark', 14), ('mark', 5), ('nsubj', 5), ('advcl', 14), ('amod', 8), ('compound:prt', 6), ('obj', 5), ('advmod', 10), ('advmod', 5), ('punct', 14), ('nsubj', 14), ('aux', 14), ('ccomp', 1), ('case', 17), ('amod', 17), ('obl', 14), ('punct', 1)]","If you heat blown out eggs too much , they may crack in extreme heat !","['IN', 'PRP', 'VBP', 'VBN', 'RP', 'NNS', 'RB', 'RB', ',', 'PRP', 'MD', 'VB', 'IN', 'JJ', 'NN', '.']","[('mark', 3), ('nsubj', 3), ('advcl', 12), ('amod', 6), ('compound', 4), ('obj', 3), ('advmod', 8), ('advmod', 3), ('punct', 12), ('nsubj', 12), ('aux', 12), ('root', 0), ('case', 15), ('amod', 15), ('obl', 12), ('punct', 12)]"
138,Take a glass of water and pour it over the eggshell to rinse it out .,"['VB', 'DT', 'NN', 'IN', 'NN', 'CC', 'VB', 'PRP', 'IN', 'DT', 'NN', 'TO', 'VB', 'PRP', 'RP', '.']","[('root', 0), ('det', 3), ('obj', 1), ('case', 5), ('nmod', 3), ('cc', 7), ('conj', 1), ('obj', 7), ('case', 11), ('det', 11), ('obl', 7), ('mark', 13), ('advcl', 7), ('obj', 13), ('compound:prt', 13), ('punct', 1)]","To pierce the initial hole , use a pin or buy an egg-pricker available from specialty suppliers .","['TO', 'VB', 'DT', 'JJ', 'NN', ',', 'VB', 'DT', 'NN', 'CC', 'VB', 'DT', 'NN', 'HYPH', 'NN', 'JJ', 'IN', 'JJ', 'NNS', '.']","[('mark', 2), ('advcl', 7), ('det', 5), ('amod', 5), ('obj', 2), ('punct', 7), ('root', 0), ('det', 9), ('obj', 7), ('cc', 11), ('conj', 7), ('det', 15), ('compound', 15), ('punct', 15), ('obj', 11), ('xcomp', 11), ('case', 19), ('amod', 19), ('obl', 16), ('punct', 7)]"
139,"Know that when writing a history essay ( whatever the subject may be ) , include these techniques / questions to improve your essay 's quality :","['VBP', 'IN', 'WRB', 'VBG', 'DT', 'NN', 'NN', '-LRB-', 'WP', 'DT', 'NN', 'MD', 'VB', '-RRB-', ',', 'VB', 'DT', 'NNS', ',', 'NNS', 'TO', 'VB', 'PRP$', 'NN', 'POS', 'NN', ':']","[('root', 0), ('mark', 16), ('mark', 4), ('advcl', 16), ('det', 7), ('compound', 7), ('obj', 4), ('punct', 9), ('appos', 7), ('det', 11), ('nsubj', 9), ('aux', 9), ('cop', 9), ('punct', 9), ('punct', 16), ('ccomp', 1), ('det', 18), ('obj', 16), ('cc', 20), ('conj', 18), ('mark', 22), ('advcl', 16), ('nmod:poss', 24), ('nmod:poss', 26), ('case', 24), ('obj', 22), ('punct', 1)]","When writing a history essay ( whatever the subject may be ) , include these techniques / questions to improve your essay 's quality :","['WRB', 'VBG', 'DT', 'NN', 'NN', '-LRB-', 'WP', 'DT', 'NN', 'MD', 'VB', '-RRB-', ',', 'VB', 'DT', 'NNS', ',', 'NNS', 'TO', 'VB', 'PRP$', 'NN', 'POS', 'NN', ':']","[('mark', 2), ('advcl', 14), ('det', 5), ('compound', 5), ('obj', 2), ('punct', 7), ('appos', 5), ('det', 9), ('nsubj', 7), ('aux', 7), ('cop', 7), ('punct', 7), ('punct', 14), ('root', 0), ('det', 16), ('obj', 14), ('cc', 18), ('conj', 16), ('mark', 20), ('advcl', 14), ('nmod:poss', 22), ('nmod:poss', 24), ('case', 22), ('obj', 20), ('punct', 14)]"
140,Select and the project properties window will appear showing your build path configurations .,"['VB', 'CC', 'DT', 'NN', 'NNS', 'NN', 'MD', 'VB', 'VBG', 'PRP$', 'NN', 'NN', 'NNS', '.']","[('root', 0), ('cc', 8), ('det', 6), ('compound', 5), ('compound', 6), ('nsubj', 8), ('aux', 8), ('conj', 1), ('xcomp', 8), ('nmod:poss', 11), ('compound', 13), ('compound', 13), ('obj', 9), ('punct', 1)]",The project properties window will appear showing your build path configurations .,"['DT', 'NN', 'NNS', 'NN', 'MD', 'VB', 'VBG', 'PRP$', 'NN', 'NN', 'NNS', '.']","[('det', 4), ('compound', 3), ('compound', 4), ('nsubj', 6), ('aux', 6), ('root', 0), ('xcomp', 6), ('nmod:poss', 11), ('compound', 11), ('compound', 11), ('obj', 7), ('punct', 6)]"
141,Select and the project properties window will appear showing your build path configurations .,"['VB', 'CC', 'DT', 'NN', 'NNS', 'NN', 'MD', 'VB', 'VBG', 'PRP$', 'NN', 'NN', 'NNS', '.']","[('root', 0), ('cc', 8), ('det', 6), ('compound', 5), ('compound', 6), ('nsubj', 8), ('aux', 8), ('conj', 1), ('xcomp', 8), ('nmod:poss', 11), ('compound', 13), ('compound', 13), ('obj', 9), ('punct', 1)]",The project properties window will appear showing your build path configurations .,"['DT', 'NN', 'NNS', 'NN', 'MD', 'VB', 'VBG', 'PRP$', 'NN', 'NN', 'NNS', '.']","[('det', 4), ('compound', 3), ('compound', 4), ('nsubj', 6), ('aux', 6), ('root', 0), ('xcomp', 6), ('nmod:poss', 11), ('compound', 11), ('compound', 11), ('obj', 7), ('punct', 6)]"
142,Click to close the new classpath variable dialog .,"['VB', 'TO', 'VB', 'DT', 'JJ', 'NN', 'JJ', 'NN', '.']","[('root', 0), ('mark', 3), ('xcomp', 1), ('det', 8), ('amod', 8), ('obl:npmod', 7), ('amod', 8), ('obj', 3), ('punct', 1)]",This closes the new classpath variable dialog .,"['DT', 'VBZ', 'DT', 'JJ', 'NN', 'JJ', 'NN', '.']","[('nsubj', 2), ('root', 0), ('det', 7), ('amod', 7), ('compound', 7), ('amod', 7), ('obj', 2), ('punct', 2)]"
143,Click to close the build path setup dialog .,"['VB', 'TO', 'VB', 'DT', 'NN', 'NN', 'NN', 'NN', '.']","[('root', 0), ('mark', 3), ('xcomp', 1), ('det', 8), ('compound', 8), ('compound', 7), ('compound', 8), ('obj', 3), ('punct', 1)]",This closes the build path setup dialog .,"['DT', 'VBZ', 'DT', 'NN', 'NN', 'NN', 'NN', '.']","[('nsubj', 2), ('root', 0), ('det', 7), ('obj', 2), ('compound', 7), ('compound', 7), ('obj', 2), ('punct', 2)]"
144,Select and the project properties window will appear showing your build path configurations .,"['VB', 'CC', 'DT', 'NN', 'NNS', 'NN', 'MD', 'VB', 'VBG', 'PRP$', 'NN', 'NN', 'NNS', '.']","[('root', 0), ('cc', 8), ('det', 6), ('compound', 5), ('compound', 6), ('nsubj', 8), ('aux', 8), ('conj', 1), ('xcomp', 8), ('nmod:poss', 11), ('compound', 13), ('compound', 13), ('obj', 9), ('punct', 1)]",The project properties window will appear showing your build path configurations .,"['DT', 'NN', 'NNS', 'NN', 'MD', 'VB', 'VBG', 'PRP$', 'NN', 'NN', 'NNS', '.']","[('det', 4), ('compound', 3), ('compound', 4), ('nsubj', 6), ('aux', 6), ('root', 0), ('xcomp', 6), ('nmod:poss', 11), ('compound', 11), ('compound', 11), ('obj', 7), ('punct', 6)]"
