,Source,Target
879,Collecting area .,Create a Collecting area .
880,Choose an activity you know she 's interested in .,Plan a date activity you know she 's interested in .
881,Bathe your leopard gecko .,Evaluate your leopard gecko .
882,Read this simple guide and you 'll be at it in no time at all .,Follow a simple guide and you 'll be at it in no time at all .
883,Make a connection from all of the top layers of your walls inward .,Build a connection from all of the top layers of your walls inward .
884,How to Be Feminine,How to Be Polite
885,clean and fresh looking .,Look clean and fresh looking .
886,) Put down a rug to support the baby .,Put down a rug to protect the baby .
887,Maintain a great appearance .,Discuss Maintain a great appearance .
888,How to Manage an iPod,How to Buy an iPod
889,Put one of the dough circles at the bottom of the cake pan .,Place one of the dough circles at the bottom of the cake pan .
890,Your favorite pizza ingredients,Your favorite pizza toppings
891,Forget raking the leaves in the fall to provide food and shelter .,Skip raking the leaves in the fall to provide food and shelter .
892,How to Begin a Race in Mario Kart DS,How to Start a Race in Mario Kart Wii
893,Write a Life Plan,Make a Life Plan
894,Soaking the sponge in water first will prevent the sponge from soaking up too much foundation and wasting it .,Soaking the sponge in water first will keep the sponge from soaking up too much foundation and wasting it .
895,"This will prevent you from applying too much powder at one time , which can result in a cake-y look .","This will keep you from applying too much powder at one time , which can result in a cake-y look ."
896,Use a foundation brush .,Try to get a foundation brush .
897,"When you experience this cough , there is very little fuel left .","When you experience this cough , it means there is very little fuel left ."
898,"If you want to get out of that zone and realize how much you can earn on your own , here is how .","If you want to get out of that zone and realize how much you can earn on your own , read on ."
899,It 's okay to go slow and steady .,It 's OK to go slow and steady .
900,Try to expand your horizons and meet new people .,Expand your horizons and meet new people .
901,"Obtain a map of the school , and familiarize yourself with it .",Get a map of the school and familiarize yourself with it .
902,"Using very gentle pressure , scrub the wound with a clean cloth to make sure that it is completely clean after you 've flushed it out with saline solution or regular running water .","Using very gentle pressure , pat the wound with a clean cloth to make sure that it is completely clean after you 've flushed it out with saline solution or regular running water ."
903,Try to avoid coming in contact with the injured person 's blood to prevent being infected by it .,Avoid coming in contact with the injured person 's blood to prevent being infected by it .
904,ADVICE : Take an anatomy and / or comparative anatomy course in your biology mix .,Take an anatomy and / or comparative anatomy course in your biology mix .
905,Take Action After a Car Accident,Act After a Car Accident
906,Yell at boot camp .,Go to boot camp .
907,Yell at boot camp .,Go to boot camp .
908,Yell at boot camp .,Go to boot camp .
909,Yell at boot camp .,Go to boot camp .
910,Yell at boot camp .,Go to boot camp .
911,Go to boot camp .,Yell at boot camp .
912,Yell at boot camp .,Go to boot camp .
913,Go to boot camp .,Ship off to boot camp .
914,Yell at boot camp .,Ship off to boot camp .
915,Geminis if you believe what astrology says are highly intelligent so make sure they have plenty of mental stimulation or new and exciting things to avoid them getting bored .,"Geminis , if you believe what astrology says , are highly intelligent so make sure they have plenty of mental stimulation or new and exciting things to avoid them getting bored ."
916,Do n't be annoying,Do n't be easy .
917,Do n't be annoying,Do n't be easy .
918,Do n't be annoying .,Do n't be shy .
919,Do n't be annoying .,Do n't be easy .
920,Do n't be annoying .,Do n't be easy .
921,Do n't be annoying .,Do n't be easy .
922,Do n't be annoying .,Do n't be easy .
923,Find common ground .,Establish common ground .
924,Do n't be easy .,Do n't be annoying .
925,Do n't be easy .,Do n't be annoying .
926,Its ok for you guys to just be friends but move onto someone else .,It 's okay for you guys to just be friends but move onto someone else .
927,Be honest and sincere .,Be candid and sincere .
928,How to Avoid Blushing at Inappropriate Times,How to Stop Laughing at Inappropriate Times
929,Do paper games .,Play paper games .
930,"Okay , so you wanna be a "" ladies "" man .","Okay , so you want to be a "" ladies man ."
931,Approved by a girl,[ Approved by a girl ]
932,"Put your ball into your glove , and bring the ball up about halfway","Place your ball into your glove , and bring the ball up about halfway"
933,"Begin a debate by greeting your audience , stating your team 's argument , and by speaking slowly and clearly .","Open a debate by greeting your audience , stating your team 's argument , and by speaking slowly and clearly ."
934,Tights and loose socks in pastel colors .,Wear tights and loose socks in pastel colors .
935,( largest gear on the rear cassette closest to the frame ),( largest ring on the rear cassette closest to the frame )
936,Enter your credit card information .,Add your credit card information .
937,Make an attractive webpage and do add trailers of your movie .,Create an attractive webpage and do add trailers of your movie .
938,"And We granted not to any human being immortality before you ( O Muhammad ) ; then if you die , would they live forever ? [ 21 : 34 ]",""" And We granted not to any human being immortality before you ( O Muhammad ) ; then if you die , would they live forever ? "" [ 21 : 34 ]"
939,If you have a guitar teacher tell him / her if they could help you on the song if you really need some help .,"If you have a guitar teacher ask him / her if they could help you on the song , if you really need some help ."
940,Check the exchange rate for the currency you want to buy based on the currency you want to sell .,Understand the exchange rate for the currency you want to buy based on the currency you want to sell .
941,Understand the exchange rate for the currency you want to buy based on the currency you want to sell .,Examine the exchange rate for the currency you want to buy based on the currency you want to sell .
942,Do n't get you stuff stolen at a tourney ! An exelent article about keeping theives off your stuff is here : http://www.pojo.com/yu-gi-oh/CCGTips/2006/Jan/03/How%20to%20stop%20Rare%20Hunters-D.S.shtml,Do n't let your stuff get stolen at a tourney ! An excellent article about keeping theives off your stuff is here : http://www.pojo.com/yu-gi-oh/CCGTips/2006/Jan/03/How%20to%20stop%20Rare%20Hunters-D.S.shtml
